pl_name,pl_orbper,pl_orbsmax,pl_orbeccen,pl_rade,pl_bmasse,st_teff,st_rad,st_mass,st_met,pl_eqt,origin
CoRoT-17 b,3.7681,0.0461,0.0,11.43,772.29,5740.0,1.59,1.04,0.0,1626.0,Exoplanet
CoRoT-17 b,3.7681,0.0481,,11.287463,781.8618,5740.0,1.62,1.043,0.0,1610.0,Exoplanet
CoRoT-17 b,3.7681,0.0481,0.081,11.43318,765.9703,5740.0,1.59,1.04,0.0,,Exoplanet
CoRoT-18 b,1.90009,0.0288,,12.845514,1048.839,,0.883,0.88,,1487.0,Exoplanet
CoRoT-18 b,1.9000693,0.0295,0.025,14.68379,1099.6918,5440.0,1.0,0.95,-0.1,,Exoplanet
CoRoT-18 b,1.9000693,0.0286,,14.022459,1039.3041,5440.0,0.924,0.861,-0.1,1490.0,Exoplanet
CoRoT-18 b,1.9000769,,,,,5440.0,1.0,0.95,-0.1,,Exoplanet
CoRoT-18 b,1.9000693,0.0295,0.08,14.68,1102.82,5440.0,1.0,0.95,-0.1,1550.0,Exoplanet
CoRoT-18 b,1.90008624739,,,15.04962078,,5440.0,0.934028,,,1366.35,Exoplanet
CoRoT-19 b,3.897131,,,,,6090.0,1.65,1.21,-0.02,,Exoplanet
CoRoT-19 b,3.89713,0.0518,0.047,14.46,352.78,6090.0,1.65,1.21,-0.02,2000.0,Exoplanet
CoRoT-19 b,3.89712026062,,,13.49322275,,6090.0,1.6395,,,1470.09,Exoplanet
CoRoT-19 b,3.89713,0.05166,0.056,14.45961,367.09365,6090.0,1.65,1.21,-0.02,,Exoplanet
CoRoT-19 b,3.8971379,,,,,6090.0,1.65,1.21,-0.02,,Exoplanet
CoRoT-19 b,3.89713,0.0512,,13.33871,346.4347,6090.0,1.576,1.181,-0.02,1630.0,Exoplanet
CoRoT-2 b,1.7429935,0.02835,,16.36514,1134.6531,5598.0,0.901,0.997,0.04,1521.0,Exoplanet
CoRoT-2 b,1.74299906,,,,,,,,,,Exoplanet
CoRoT-2 b,1.7429975,,0.0,15.849526,1052.0173,5625.0,0.902,0.97,0.0,1535.0,Exoplanet
CoRoT-2 b,1.7429935,0.02854,,16.47723,1150.5446,5696.0,0.907,1.018,0.03,1548.0,Exoplanet
CoRoT-2 b,1.74299673,,,,,5529.0,0.937741,0.972,-0.04,,Exoplanet
CoRoT-2 b,1.7429964,0.0281,0.0,16.42116,1051.973,,,,,,Exoplanet
CoRoT-2 b,1.74299609,,,16.533275,,5575.0,,,-0.04,,Exoplanet
CoRoT-2 b,1.74301433466,,,16.92270968,,5529.0,0.937741,,,1409.55,Exoplanet
CoRoT-2 b,1.74299673,0.0281,0.024,16.432394,1048.839,5625.0,0.902,0.97,0.0,,Exoplanet
CoRoT-2 b,1.7429935,0.02798,0.0143,16.432,1102.82,5625.0,0.906,0.96,,,Exoplanet
CoRoT-2 b,1.74299705,,,,,5696.0,,,0.03,,Exoplanet
CoRoT-2 b,1.742997,,,,,5696.0,,,0.03,,Exoplanet
CoRoT-20 b,9.24285,0.0902,0.562,9.42,1347.54,5880.0,1.02,1.14,0.14,1002.0,Exoplanet
CoRoT-20 b,9.24285,0.0892,,13.00244,1608.2198,5880.0,1.34,1.11,0.14,1100.0,Exoplanet
CoRoT-20 b,9.24318,0.0891,,11.209,1315.8162,,1.16,1.1,,1024.0,Exoplanet
CoRoT-20 b,9.24285,0.0901,0.575,9.41556,1344.4209,5880.0,1.02,1.14,0.14,,Exoplanet
CoRoT-20 b,9.2432302936,,,15.39650566,,5880.0,1.29981,,,935.32,Exoplanet
CoRoT-20 b,9.24285,0.09,0.59,,1366.669,,,1.14,,,Exoplanet
CoRoT-20 c,1675.0,2.9,0.6,,5403.11,,,1.14,,,Exoplanet
CoRoT-21 b,2.72474,0.0416,0.39,14.5717,705.5826,6200.0,1.95,1.29,0.0,,Exoplanet
CoRoT-21 b,2.72474,0.0417,0.0,14.5717,718.2958,6200.0,1.95,1.29,0.0,,Exoplanet
CoRoT-22 b,9.75598,0.092,0.077,4.88,12.2,5939.0,1.136,1.099,0.17,885.0,Exoplanet
CoRoT-23 b,3.6313,0.04809,,13.22662,972.5598,5900.0,1.74,1.122,0.05,1710.0,Exoplanet
CoRoT-23 b,3.6313,0.048,0.16,11.77,889.9,5900.0,1.61,1.14,0.05,1660.0,Exoplanet
CoRoT-23 b,3.6313,0.0484,0.16,11.76945,982.0947,5900.0,1.61,1.14,0.05,,Exoplanet
CoRoT-24 b,5.1134,0.056,0.0,3.7,5.7,4950.0,0.86,0.91,0.3,1070.0,Exoplanet
CoRoT-24 c,11.759,0.098,0.0,5.0,28.0,4950.0,0.86,0.91,0.3,850.0,Exoplanet
CoRoT-25 b,4.86069,0.0578,0.0,12.11,85.81,6040.0,1.19,1.09,-0.01,1330.0,Exoplanet
CoRoT-25 b,4.86069,0.05789,0.22,12.10572,93.12419,6040.0,1.19,1.09,-0.01,,Exoplanet
CoRoT-26 b,4.20474,0.0525,0.41,14.12334,184.3414,5590.0,1.79,1.09,0.01,,Exoplanet
CoRoT-26 b,4.20474,0.0526,0.0,14.12,165.26,5590.0,1.79,1.09,0.01,1600.0,Exoplanet
CoRoT-27 b,3.57532,0.0467,0.034,11.287463,3273.649,5900.0,1.08,1.05,-0.1,,Exoplanet
CoRoT-27 b,3.57532,0.0476,0.065,11.287,3302.11,5900.0,1.08,1.05,-0.1,1500.0,Exoplanet
CoRoT-28 b,5.20851,0.059,0.071,10.704595,152.87623,5150.0,1.78,1.01,0.15,,Exoplanet
CoRoT-28 b,5.20851,0.0603,0.047,10.704595,153.82972,5150.0,1.78,1.01,0.15,,Exoplanet
CoRoT-29 b,2.85057,0.0386,0.082,10.0881,270.1555,5260.0,0.9,0.97,0.2,,Exoplanet
CoRoT-29 b,2.85057,0.039,0.12,10.0881,266.9772,5260.0,0.9,0.97,0.2,,Exoplanet
CoRoT-29 b,2.8505615,,,,,5268.0,1.07719,0.9,,,Exoplanet
CoRoT-3 b,4.2567994,0.05694,0.008,11.1350206,6747.5309,,1.54,1.359,,,Exoplanet
CoRoT-3 b,4.2568,,0.0,11.32,6883.91,6740.0,1.56,1.37,,,Exoplanet
CoRoT-3 b,4.2567994,0.05783,,11.623733,6979.5468,6740.0,1.575,1.403,-0.02,1695.0,Exoplanet
CoRoT-3 b,4.2567994,0.0574,0.016,11.32109,6814.2752,6740.0,1.56,1.37,-0.02,,Exoplanet
CoRoT-3 b,,,,,,6558.0,1.44,1.41,0.14,,Exoplanet
CoRoT-30 b,9.06005,0.0844,0.007,11.309881,921.707,5650.0,0.91,0.98,0.02,,Exoplanet
CoRoT-31 b,4.62941,0.0586,0.02,16.36514,266.9772,5700.0,2.15,1.25,0.0,,Exoplanet
CoRoT-32 b,6.71837,0.071,,6.38913,47.6745,5970.0,0.79,1.08,0.0,938.0,Exoplanet
CoRoT-32 b,6.7183678,,,,,5970.0,0.79,1.08,0.0,,Exoplanet
CoRoT-35 b,3.22748,0.0429,0.0,18.83108758,349.6112477,6390.0,1.65,1.01,-0.5,1747.0,Exoplanet
CoRoT-36 b,5.616531,0.066,0.0,15.80466279,216.12331676,6730.0,1.52,1.32,-0.1,1567.0,Exoplanet
CoRoT-4 b,9.20205,0.0912,,13.00244,232.33373,6190.0,1.1475,1.194,0.05,1058.0,Exoplanet
CoRoT-4 b,9.20205,0.09,0.0,13.34,228.83,6190.0,1.17,1.16,,1074.0,Exoplanet
CoRoT-4 b,9.20205,0.09025,0.14,13.33871,223.43449,6190.0,1.17,1.16,0.05,,Exoplanet
CoRoT-4 b,9.20164964154,,,13.43739593,,6190.0,1.12271,,,963.83,Exoplanet
CoRoT-5 b,4.0379156,0.0495,,14.078504,145.88397,,1.115,0.99,,1397.0,Exoplanet
CoRoT-5 b,4.0379156,,,,,,,,,,Exoplanet
CoRoT-5 b,4.0378962,0.05004,,13.249038,149.3801,6100.0,1.0516,1.025,-0.25,1348.0,Exoplanet
CoRoT-5 b,4.0378962,0.04947,0.09,15.558,148.42,6100.0,1.186,1.0,-0.25,1438.0,Exoplanet
CoRoT-5 b,4.03790124331,,,18.38267405,,6100.0,1.27299,,,1350.57,Exoplanet
CoRoT-5 b,4.0378962,0.04963,0.087,15.558092,151.92274,6100.0,1.186,1.0,-0.25,,Exoplanet
CoRoT-6 b,8.886593,0.0854,0.18,13.069694,937.5985,6090.0,1.025,1.05,-0.2,,Exoplanet
CoRoT-6 b,8.8866287,,,,,,,,,,Exoplanet
CoRoT-6 b,8.886593,0.0855,,13.282665,940.7768,6090.0,1.043,1.054,-0.2,1025.0,Exoplanet
CoRoT-6 b,8.886593,0.0855,0.1,13.068,940.74,6090.0,1.025,1.05,-0.2,1017.0,Exoplanet
CoRoT-7 b,0.8535,,,1.528,6.056,5250.0,,0.915,,,Exoplanet
CoRoT-7 b,0.85359163,,0.0,1.68135,4.07660518,5275.0,0.83,0.82,0.05,,Exoplanet
CoRoT-7 b,0.854,,,1.58,4.6,5313.0,0.8389,0.884,0.03,,Exoplanet
CoRoT-7 b,0.853585,0.0169,,1.860694,6.99226,5250.0,0.96,0.884,0.12,1910.0,Exoplanet
CoRoT-7 b,0.85359165,0.017,0.12,,4.73,5256.0,0.864273,0.899,0.06,,Exoplanet
CoRoT-7 b,0.853585,0.0172,,1.68,21.0,5275.0,0.87,0.93,0.03,,Exoplanet
CoRoT-7 b,0.85359159,0.017016,0.0,1.585,5.74,5259.0,0.82,0.913,0.138,1756.0,Exoplanet
CoRoT-7 b,0.853585,0.017,0.0,,4.8,5256.0,0.864273,0.899,0.06,,Exoplanet
CoRoT-7 c,3.697,,,,13.289,5250.0,,0.915,,,Exoplanet
CoRoT-7 c,3.698,0.046,0.0,,8.4,5256.0,0.864273,0.899,0.06,,Exoplanet
CoRoT-7 c,3.7,0.045,0.12,,13.56,5256.0,0.864273,0.899,0.06,,Exoplanet
CoRoT-7 d,8.966,,,,17.142,5250.0,,0.915,,,Exoplanet
CoRoT-8 b,6.21229,0.0633,,7.980808,68.65128,5080.0,0.898,0.878,0.31,922.0,Exoplanet
CoRoT-8 b,6.21229,0.063,0.0,6.39,69.92,5080.0,0.77,0.88,0.3,,Exoplanet
CoRoT-8 b,6.212381,0.06339,0.19,6.38913,69.28694,5080.0,0.77,0.88,0.3,,Exoplanet
CoRoT-8 b,6.212445,0.0636,,6.938371,69.28694,,0.802,0.89,,870.0,Exoplanet
CoRoT-9 b,95.272656,0.4021,0.133,11.948794,266.9772,5625.0,0.96,0.96,-0.01,420.0,Exoplanet
CoRoT-9 b,95.2738,0.4027,,11.623733,262.52758,5625.0,0.938,0.96,-0.01,413.0,Exoplanet
CoRoT-9 b,95.272656,0.4029,0.134,11.948794,268.88418,5625.0,0.96,0.96,-0.01,,Exoplanet
CoRoT-9 b,95.272725,,,,,,,,,,Exoplanet
CoRoT-9 b,95.2738,0.407,0.11,11.77,266.97,5625.0,0.94,0.99,-0.01,,Exoplanet
DE CVn b,4098.1,5.75,0.0,,3823.27330161,,,0.51,,,Exoplanet
DENIS-P J082303.1-491201 b,246.36,0.36,0.345,,9057.77,,,0.075,,,Exoplanet
DH Tau b,,330.0,,,3496.0,,0.27,0.33,,,Exoplanet
DH Tau b,,,,30.2643,3496.13,4371.0,1.36687,0.683,,2200.0,Exoplanet
DMPP-1 b,18.57,0.1462,0.083,,24.27,6196.0,1.26,1.21,,877.0,Exoplanet
DMPP-1 c,6.584,0.0733,0.057,,9.6,6196.0,1.26,1.21,,1239.0,Exoplanet
DMPP-1 d,2.882,0.0422,0.07,,3.35,6196.0,1.26,1.21,,1632.0,Exoplanet
DMPP-1 e,5.516,0.0651,0.07,,4.13,6196.0,1.26,1.21,,1314.0,Exoplanet
DMPP-2 b,5.2072,0.0664,0.078,,138.89171,6500.0,1.78,1.44,,1000.0,Exoplanet
DMPP-3 A b,6.6732,0.0662,0.14,,2.58,5138.0,0.91,0.87,0.18,854.0,Exoplanet
DMPP-3 A b,6.6736,0.0662,0.0,,2.58,,,,,854.0,Exoplanet
DMPP-4 b,3.4982,0.04853,0.063,,12.2,6400.0,1.38,1.25,-0.007,,Exoplanet
DP Leo b,8693.0,8.6,,,1995.88832,,,,,,Exoplanet
DP Leo b,10220.0,8.19,0.39,,1922.79,,,0.69,,,Exoplanet
DS Tuc A b,8.1387,,,5.63,413.179,5542.0,0.872,0.959,-0.08,,Exoplanet
DS Tuc A b,8.13822217724,,,6.17576816,,5414.0,0.951985,,,836.71,Exoplanet
DS Tuc A b,8.138268,,0.0,5.7,,5428.0,0.964,1.01,0.0,850.0,Exoplanet
EPIC 201170410.02,6.7987,0.0349,0.0,1.047,,3648.0,0.282,0.287,-0.048,,Exoplanet
EPIC 201238110 b,28.1656,,,1.87,,,,0.41,,,Exoplanet
EPIC 201238110 b,28.1696,,,2.2,,,0.374,,,,Exoplanet
EPIC 201427007 b,0.72091,,,1.5,,5633.0,0.94,,-0.053,,Exoplanet
EPIC 201497682 b,2.13174,,,0.692,,,,0.78,,,Exoplanet
EPIC 201595106 b,0.87703,,,1.2,,5711.17,0.990833,1.018,0.018,1874.0,Exoplanet
EPIC 201595106 b,0.877214,,,1.3,,5820.0,0.93,,-0.01,,Exoplanet
EPIC 201595106 b,0.87724,0.0177,0.0,1.565,7.67,5679.0,0.98,0.958,0.01,2038.0,Exoplanet
EPIC 201595106 b,0.877183,,,1.40575209,,5705.0,0.932487,,-0.01,,Exoplanet
EPIC 201615463 c,3.80464,,,1.22,,,,1.073,,,Exoplanet
EPIC 201754305 d,2.71578,,,1.03,,,,0.67,,,Exoplanet
EPIC 201757695.02,2.0478,0.0296,0.0,0.90819,,4520.0,0.655,0.727,-0.003,,Exoplanet
EPIC 201833600 c,3.96165,,,1.48,,,0.634,,,,Exoplanet
EPIC 201833600 c,3.96151,,,1.0,,,,0.611,,,Exoplanet
EPIC 201841433 b,4.1698,0.035,,1.04,,5053.0,0.628461,0.802,0.0,,Exoplanet
EPIC 201841433 b,4.16959,,,1.1,,,,0.802,,,Exoplanet
EPIC 201841433 b,4.16888,,,1.41,,,0.628,,,,Exoplanet
EPIC 205950854 c,8.050722,,,1.31,,5502.7,0.83,0.877,,960.6,Exoplanet
EPIC 205950854 c,8.0468,,,1.18,,,,0.907,,,Exoplanet
EPIC 205950854 c,8.0516,,,1.62,,,0.904,,,,Exoplanet
EPIC 206024342 b,4.50756,,,1.7,,,,0.928,,,Exoplanet
EPIC 206024342 b,4.50717,,,1.44,,,0.823,,,,Exoplanet
EPIC 206024342 c,0.911618,,,1.16,,,0.823,,,,Exoplanet
EPIC 206024342 c,0.911724,,,1.4,,5724.0,1.1,,-0.22,,Exoplanet
EPIC 206024342 c,0.9116567,,,1.35,,5648.0,0.94,,,,Exoplanet
EPIC 206024342 d,14.637,,,4.0,,6438.0,1.5,,,,Exoplanet
EPIC 206024342 d,14.6435,,,2.52,,,0.823,,,,Exoplanet
EPIC 206024342 d,14.647531,,,2.6,,5724.0,1.1,,-0.22,,Exoplanet
EPIC 206024342 d,14.641541,,,2.94,,5648.0,0.94,,,,Exoplanet
EPIC 206032309 b,2.87814,,,1.01,,,,0.221,,,Exoplanet
EPIC 206042996 b,5.29853,,,3.32,,,0.668,,,,Exoplanet
EPIC 206042996 b,5.2986,,,1.7,,4114.0,0.5,,0.006,,Exoplanet
EPIC 206042996 b,5.29711,,,1.62,,,,0.565,,,Exoplanet
EPIC 206042996 c,0.354884,,,1.2,,4114.0,0.5,,0.006,,Exoplanet
EPIC 206042996 c,0.35490972,,,1.45,,3893.0,0.57,,,,Exoplanet
EPIC 206215704 b,2.25558,,,2.0,,,0.367,,,,Exoplanet
EPIC 206215704 b,2.255436,,,1.0,,3297.0,0.25,,-0.33,,Exoplanet
EPIC 206215704 b,2.25372,,,0.9,,,,0.407,,,Exoplanet
EPIC 206317286 b,1.58316,,,1.22,,,0.669,,,,Exoplanet
EPIC 206317286 b,1.58252,,,0.96,,,,0.711,,,Exoplanet
EPIC 206317286 c,17.5125,,,2.15,,,0.669,,,,Exoplanet
EPIC 206317286 c,17.515472,,,2.094,,4752.0,0.758,0.832,0.019,,Exoplanet
EPIC 206317286 c,17.501662,,,2.63,,4749.0,0.73,,,,Exoplanet
EPIC 211822797 b,21.1686,,,2.18,,,0.642,,,,Exoplanet
EPIC 211822797 b,21.1595,,,,,3811.0,0.597044,0.585671,,,Exoplanet
EPIC 211822797 b,21.169861,0.131,0.06,1.98,,4148.21,0.571699,0.663459,,,Exoplanet
EPIC 211822797 b,21.17623917,,,,,3811.0,0.597044,0.585671,,,Exoplanet
EPIC 211822797 b,21.1701963,0.1195,,1.92,,4057.0,0.58,0.62,0.2,431.0,Exoplanet
EPIC 211822797 b,21.169619,,0.18,2.2,,3880.0,0.59,0.61,0.14,,Exoplanet
EPIC 211945201 b,19.49221,0.1493,,5.76,,6069.0,1.39,1.17,0.1,817.0,Exoplanet
EPIC 211945201 b,19.4921473,,,5.50689,,6128.0,1.36,,,662.0,Exoplanet
EPIC 211945201 b,19.491,,,,,6128.0,1.3636,1.158,,,Exoplanet
EPIC 211945201 b,19.50735025,,,,,6128.0,1.3636,1.158,,,Exoplanet
EPIC 211945201 b,19.492132,,,6.0,,,1.48,,,,Exoplanet
EPIC 211945201 b,19.4921498,,,,,6025.0,1.38,1.18,0.1,,Exoplanet
EPIC 211945201 b,19.491795,,,5.84689735,,6046.0,1.410092,,0.05,,Exoplanet
EPIC 211945201 b,19.491965,,,6.8,,6320.0,1.485,,,,Exoplanet
EPIC 211945201 b,19.49183,,,5.96,,,1.403,,,,Exoplanet
EPIC 211945201 b,19.49213,0.148,0.0,6.12,27.0,6025.0,1.38,1.18,0.1,886.35,Exoplanet
EPIC 212297394 b,2.28896,,,1.83,,,0.749,,,,Exoplanet
EPIC 212297394 b,2.28943,,,1.323,,,,0.829,,,Exoplanet
EPIC 212297394 b,2.289363,,,1.48,,5171.0,0.8,0.83,-0.03,1149.0,Exoplanet
EPIC 212297394 c,5.213,,,,,5008.0,0.776343,0.831,,,Exoplanet
EPIC 212297394 c,5.213965,,,2.27,,5171.0,0.8,0.83,-0.03,866.0,Exoplanet
EPIC 212297394 c,5.21378,,,2.29,,,0.749,,,,Exoplanet
EPIC 212424622 b,18.0983,,,2.17,,,,1.106,,,Exoplanet
EPIC 212424622 b,18.0971,,,2.21,,,1.2247,,,,Exoplanet
EPIC 212499991 b,34.885,,,1.6,,,,0.912,,,Exoplanet
EPIC 212587672 b,15.2841,,,1.12,,,,0.95,,,Exoplanet
EPIC 212587672 b,15.28078,,,1.26,,6004.0,0.98,0.99,-0.18,756.0,Exoplanet
EPIC 212587672 b,15.2841,,,1.39,,,0.9757,,,,Exoplanet
EPIC 212587672 c,23.226,,,,,6055.0,0.94987,1.13,,,Exoplanet
EPIC 212587672 c,23.2259,,,2.31,,,0.9757,,,,Exoplanet
EPIC 212587672 c,23.228555,,,2.32,,6004.0,0.98,0.99,-0.18,658.0,Exoplanet
EPIC 212587672 c,23.226,,,2.3,,,0.95,,,,Exoplanet
EPIC 212587672 c,23.24110566,,,,,6055.0,0.94987,1.13,,,Exoplanet
EPIC 212587672 c,23.226001,,,2.24459533,,5928.0,0.952744,,-0.21,,Exoplanet
EPIC 212624936 b,0.578657,,,1.2,,5765.0,0.93,,-0.39,,Exoplanet
EPIC 212624936 c,11.811437,,,2.3,,5765.0,0.93,,-0.39,,Exoplanet
EPIC 212624936 c,11.81387,,,2.67,,,0.948,,,,Exoplanet
EPIC 212737443 b,13.60697954,,,,,4581.0,0.669035,0.724,,,Exoplanet
EPIC 212737443 b,13.603,0.098,0.2,2.586,,4684.0,0.673,0.69,-0.137,536.0,Exoplanet
EPIC 212737443 b,13.603,,,,,4581.0,0.669035,0.724,,,Exoplanet
EPIC 212737443 c,65.55,0.28,0.2,2.69,,4684.0,0.673,0.69,-0.137,316.0,Exoplanet
EPIC 220492298 b,0.762406,,,0.99,,5620.0,0.89,,0.28,,Exoplanet
EPIC 220554210 c,0.70531,,,1.6,,5499.0,1.0,,-0.23,,Exoplanet
EPIC 220554210 c,0.70531,,,1.48,,,,0.94,,,Exoplanet
EPIC 220554210 c,0.705386,,,1.73,,,1.013,,,,Exoplanet
EPIC 220674823 b,0.571336,,,1.8,,,0.97,,,,Exoplanet
EPIC 220674823 b,0.571336,0.01312,,1.82,9.0,5496.0,0.95,0.92,0.06,2063.0,Exoplanet
EPIC 220674823 b,0.571212,,,1.6,,5613.0,0.95,,0.01,,Exoplanet
EPIC 220674823 b,0.571285,,,1.816,,,1.02,,,,Exoplanet
EPIC 220674823 b,0.5713127,0.01314,0.0,1.676,7.8,5578.0,0.99,0.913,-0.005,2299.0,Exoplanet
EPIC 220674823 b,0.571331,0.0134,,1.82,,5617.0,0.98,0.97,0.13,2119.0,Exoplanet
EPIC 220674823 b,0.571292,0.0116,0.0,1.52,8.36,5470.0,0.869,0.945,-0.025,2333.0,Exoplanet
EPIC 220674823 b,0.571,,,1.712,7.72,5496.0,0.981,0.902,0.06,,Exoplanet
EPIC 220674823 b,0.571299,,,1.66855539,,5590.0,0.906429,0.966939,0.08,,Exoplanet
EPIC 220674823 b,0.571308,,0.0,1.46,,5590.0,0.83,0.93,0.025,,Exoplanet
EPIC 220674823 b,0.571292,0.01326,0.0,1.725,8.21,5532.0,0.988,0.95,0.11,2300.0,Exoplanet
EPIC 220674823 c,13.33877,,,3.79,,,1.02,,,,Exoplanet
EPIC 220674823 c,13.341245,,0.0,2.53,,5590.0,0.83,0.93,0.025,,Exoplanet
EPIC 220674823 c,13.33989,0.1073,0.17,2.84,7.32,5578.0,0.99,0.913,-0.005,804.0,Exoplanet
EPIC 220674823 c,13.3397,0.105,0.18,2.5,5.8,5470.0,0.869,0.945,-0.025,774.0,Exoplanet
EPIC 220674823 c,13.3387,0.1071,,2.77,5.7,5496.0,0.95,0.92,0.06,722.0,Exoplanet
EPIC 220674823 c,13.338687,,,2.8,,,0.97,,,,Exoplanet
EPIC 220674823 c,13.339079,0.1091,,2.73,,5617.0,0.98,0.97,0.13,741.0,Exoplanet
EPIC 220674823 c,13.334615,,,2.2,,5613.0,0.95,,0.01,,Exoplanet
EPIC 220674823 c,13.3397,0.1083,0.13,2.836,8.9,5532.0,0.988,0.95,0.11,805.0,Exoplanet
EPIC 220674823 c,13.339746,,,2.70490157,,5590.0,0.906429,0.966939,0.08,,Exoplanet
EPIC 228836835 b,0.72813,,,1.27,,3506.0,0.423901,0.418179,,932.0,Exoplanet
EPIC 228836835 b,0.728113,,,1.1,,3782.0,0.32,,-0.18,,Exoplanet
EPIC 229004835 b,16.13655,,,2.02,,5886.0,0.995311,1.067,,739.0,Exoplanet
EPIC 229004835 b,16.141132,0.1237,0.23,2.332,10.4,5868.0,0.999,0.97,-0.12,804.0,Exoplanet
EPIC 229004835 b,16.140442,,,2.05969274,,5870.0,0.975013,,-0.15,,Exoplanet
EPIC 246851721 b,6.1802679,,,,,6202.0,1.586,1.317,0.141,,Exoplanet
EPIC 246851721 b,6.180235,0.07229,,11.780659,953.49,6202.0,1.586,1.317,0.141,1401.0,Exoplanet
EPIC 246851721 b,6.18026138745,,,13.70374653,,6513.0,1.73931,,,1406.03,Exoplanet
EPIC 248847494 b,3650.0,4.5,0.0,12.44199,4131.79,4898.0,2.7,0.9,-0.23,183.0,Exoplanet
EPIC 249893012 b,3.5951,0.047,0.06,1.95,8.75,5430.0,1.71,1.05,0.2,1616.0,Exoplanet
EPIC 249893012 c,15.624,0.13,0.07,3.67,14.67,5430.0,1.71,1.05,0.2,990.0,Exoplanet
EPIC 249893012 d,35.747,0.22,0.15,3.94,10.18,5430.0,1.71,1.05,0.2,752.0,Exoplanet
FU Tau b,,726.0,,,6038.739733,,,,,2559.0,Exoplanet
FU Tau b,,800.0,,,5085.28,2838.0,,0.05,,2375.0,Exoplanet
G 192-15 b,2.27476,0.01723,0.0,,1.03,,,0.132,,453.6,Exoplanet
G 192-15 c,1219.0,1.137,0.676,,14.3,,,0.132,,55.9,Exoplanet
G 196-3 b,,350.0,,,8263.538582,,,,,1670.0,Exoplanet
G 261-6 b,5.4536,0.02971,0.0,,1.37,,,0.118,,322.3,Exoplanet
G 264-012 b,2.30538,0.02279,,,2.5,3326.0,0.305,0.297,0.1,587.0,Exoplanet
G 264-012 c,8.0518,0.0525,,,3.75,3326.0,0.305,0.297,0.1,387.0,Exoplanet
G 268-110 b,1.43263,0.01283,0.0,,1.52,,,0.137,,534.0,Exoplanet
G 9-40 b,5.745912,,,,,3390.0,0.307,,,,Exoplanet
G 9-40 b,5.7459945,,,2.06081,,3413.0,0.32,,,393.0,Exoplanet
G 9-40 b,5.7459996,,,,,3348.0,0.3073,0.29,0.04,,Exoplanet
G 9-40 b,5.7459982,0.0418,0.0,1.9,4.0,3395.0,0.3026,0.2952,-0.07,440.6,Exoplanet
G 9-40 b,5.746007,0.0385,0.0,2.025,11.7,3348.0,0.3073,0.29,0.04,456.0,Exoplanet
GJ 1002 b,10.3465,0.0457,,,1.08,3024.0,0.137,0.12,-0.25,230.9,Exoplanet
GJ 1002 c,21.202,0.0738,,,1.36,3024.0,0.137,0.12,-0.25,181.7,Exoplanet
GJ 1061 b,3.204,0.021,0.31,,1.37,2953.0,0.156,0.12,-0.08,,Exoplanet
GJ 1061 c,6.689,0.035,0.29,,1.74,2953.0,0.156,0.12,-0.08,,Exoplanet
GJ 1061 d,13.031,0.054,0.53,,1.64,2953.0,0.156,0.12,-0.08,,Exoplanet
GJ 1132 b,1.6289304,,,,,3270.0,0.207,0.181,-0.12,,Exoplanet
GJ 1132 b,1.62893219977,,,1.21456642,,3202.0,0.226407,,,545.71,Exoplanet
GJ 1132 b,1.6289287,0.01533,,1.43,1.63,,0.255,0.181,,644.0,Exoplanet
GJ 1132 b,,,,,1.58,,,,,,Exoplanet
GJ 1132 b,1.62892911,0.0157,0.0118,1.19151465,1.83704819,3229.0,0.2211,0.1945,-0.17,583.8,Exoplanet
GJ 1132 b,1.62893,,0.0,1.16,1.62,3270.0,0.207,0.181,-0.12,409.0,Exoplanet
GJ 1132 b,1.628931,0.0153,0.22,1.13,1.66,3270.0,0.2105,0.181,,529.0,Exoplanet
GJ 1132 c,8.929,0.0476,0.27,,2.64,3270.0,0.2105,0.181,,300.0,Exoplanet
GJ 1148 b,41.375,0.1686,0.366,,107.74382997,3357.57,0.36664,0.373585,0.1596,,Exoplanet
GJ 1148 b,41.38,0.166,0.38,,96.7,3287.0,0.358519,0.344045,,,Exoplanet
GJ 1148 b,41.397,0.163506,0.314,,94.7094,3287.0,0.358519,0.344045,,,Exoplanet
GJ 1148 c,535.9,0.9302,0.27,,82.63538582,3357.57,0.36664,0.373585,0.1596,,Exoplanet
GJ 1148 c,532.58,0.912,0.342,,68.06,3287.0,0.358519,0.344045,,,Exoplanet
GJ 1151 c,389.7,0.5714,,,10.62,3280.0,0.1781,0.1639,-0.12,,Exoplanet
GJ 1214 b,1.58040481,,,,,3026.0,0.21,,0.0,,Exoplanet
GJ 1214 b,1.58040481,,,,,3000.0,,,,,Exoplanet
GJ 1214 b,1.58040482,,,2.27,6.43,,0.21,0.157,,,Exoplanet
GJ 1214 b,1.580404571,,,,,3026.0,0.211,0.157,,,Exoplanet
GJ 1214 b,1.5804043,,,2.61,,,0.201,,,,Exoplanet
GJ 1214 b,1.580404938,,0.0,,,3074.0,0.214572,0.183607,,,Exoplanet
GJ 1214 b,1.5803925,,0.14,2.678,6.55,3026.0,0.211,0.157,,555.0,Exoplanet
GJ 1214 b,1.58040433,0.0149,0.063,2.742,8.17,3250.0,0.215,0.178,0.29,596.0,Exoplanet
GJ 1214 b,1.580404418,,,,,3026.0,,,,,Exoplanet
GJ 1214 b,1.580404341,,0.0,,,,,,,,Exoplanet
